217,"2019-12-01 00:07:54.9920","2019-12-01 00:11:32.8190",3078,"Broadway & Roebling St",40.70924826276157,-73.96063148975372,282,"Kent Ave & S 11 St",40.707644944175705,-73.96841526031494,32595,"Subscriber",1974,2
685,"2019-12-01 00:08:00.0040","2019-12-01 00:19:25.8300",505,"6 Ave & W 33 St",40.74901271,-73.98848395,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,39753,"Subscriber",1983,1
701,"2019-12-01 00:08:23.8420","2019-12-01 00:20:05.3510",471,"Grand St & Havemeyer St",40.71286844,-73.95698119,373,"Willoughby Ave & Walworth St",40.69331716,-73.95381995,40774,"Subscriber",1957,1
191,"2019-12-01 00:08:35.1060","2019-12-01 00:11:46.8390",3827,"Halsey St & Broadway",40.68565,-73.91564,3832,"Central Ave & Weirfield St",40.69055,-73.91181,41692,"Subscriber",1979,1
355,"2019-12-01 00:08:40.5040","2019-12-01 00:14:36.3030",3546,"Pacific St & Classon Ave",40.6791944,-73.9587903,3584,"Eastern Pkwy & Franklin Ave",40.6707767,-73.9576801,28642,"Customer",1996,2
180,"2019-12-01 00:08:41.1080","2019-12-01 00:11:41.6860",513,"W 56 St & 10 Ave",40.768254,-73.988639,468,"Broadway & W 56 St",40.7652654,-73.98192338,40613,"Subscriber",1990,1
200,"2019-12-01 00:08:49.9300","2019-12-01 00:12:10.2000",3087,"Metropolitan Ave & Meeker Ave",40.71413311,-73.95234386,539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,15466,"Subscriber",1970,1
438,"2019-12-01 00:09:03.2090","2019-12-01 00:16:21.7600",403,"E 2 St & 2 Ave",40.72502876,-73.99069656,3733,"Avenue C & E 18 St",40.730563,-73.973984,32446,"Subscriber",1998,0
157,"2019-12-01 00:09:19.7190","2019-12-01 00:11:57.4170",361,"Allen St & Hester St",40.71605866,-73.99190759,307,"Canal St & Rutgers St",40.71427487,-73.98990025,33632,"Customer",1977,1
249,"2019-12-01 00:09:32.2810","2019-12-01 00:13:42.0390",3668,"Leonard St & Nassau Ave",40.7239567849954,-73.94984364509583,3106,"Driggs Ave & N Henry St",40.72325,-73.94308,32451,"Subscriber",1983,1
678,"2019-12-01 00:09:46.7670","2019-12-01 00:21:04.9000",3780,"Wyckoff Av & Stanhope St",40.703545,-73.917775,3870,"Melrose St & Broadway",40.697481,-73.935877,41880,"Customer",1969,0
1494,"2019-12-01 00:10:07.2450","2019-12-01 00:35:01.7820",3085,"Roebling St & N 4 St",40.71469,-73.95739,481,"S 3 St & Bedford Ave",40.71260486,-73.96264403,40984,"Customer",1989,1
566,"2019-12-01 00:10:10.6230","2019-12-01 00:19:36.9380",503,"E 20 St & Park Ave",40.73827428,-73.98751968,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,27554,"Subscriber",1985,1
1362,"2019-12-01 00:10:22.4000","2019-12-01 00:33:04.8920",415,"Pearl St & Hanover Square",40.7047177,-74.00926027,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,18660,"Subscriber",1992,1
225,"2019-12-01 00:10:42.0560","2019-12-01 00:14:28.0530",3092,"Berry St & N 8 St",40.7190095,-73.95852515,3109,"Banker St & Meserole Ave",40.72606,-73.95621,14865,"Customer",1993,2
273,"2019-12-01 00:10:51.2950","2019-12-01 00:15:24.5620",251,"Mott St & Prince St",40.72317958,-73.99480012,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,40700,"Subscriber",1991,1
866,"2019-12-01 00:10:53.0820","2019-12-01 00:25:19.5120",471,"Grand St & Havemeyer St",40.71286844,-73.95698119,3852,"Stewart Ave & Johnson Ave",40.70869,-73.92587,27776,"Subscriber",1992,1
461,"2019-12-01 00:10:54.0710","2019-12-01 00:18:35.5900",3159,"W 67 St & Broadway",40.77492513,-73.98266566,500,"Broadway & W 51 St",40.76228826,-73.98336183,27588,"Subscriber",1992,1
2283,"2019-12-01 00:11:10.2620","2019-12-01 00:49:14.0920",3537,"Carlton Ave & Dean St",40.6809741,-73.9710097,383,"Greenwich Ave & Charles St",40.735238,-74.000271,34330,"Subscriber",1989,1
225,"2019-12-01 00:11:24.3230","2019-12-01 00:15:10.0930",311,"Norfolk St & Broome St",40.7172274,-73.98802084,349,"Rivington St & Ridge St",40.71850211,-73.98329859,40780,"Subscriber",1985,2
